period,rows,indicativefee_nonmissing,dcbs_nonmissing,saf_nonmissing,sar_nonmissing,utilisation_nonmissing,activeutilisation_nonmissing,cusip_nonmissing,cusip8_nonmissing,cusip9_nonmissing,indicativefee_coverage,dcbs_coverage,saf_coverage,sar_coverage,utilisation_coverage,activeutilisation_coverage
2004-07,6120,4621,4621,0,0,5406,5406,,,,0.7550653594771242,0.7550653594771242,0.0,0.0,0.8833333333333333,0.8833333333333333
2004-08,23924,17902,17902,0,0,20992,20992,,,,0.7482862397592376,0.7482862397592376,0.0,0.0,0.8774452432703561,0.8774452432703561
2004-09,30015,22037,22037,0,0,26676,26676,,,,0.7341995668832251,0.7341995668832251,0.0,0.0,0.8887556221889056,0.8887556221889056
2004-10,24159,17774,17774,0,0,21353,21353,,,,0.7357092594892173,0.7357092594892173,0.0,0.0,0.8838528084771721,0.8838528084771721
2004-11,24871,18732,18732,0,0,21535,21535,,,,0.7531663383056572,0.7531663383056572,0.0,0.0,0.8658678782517791,0.8658678782517791
2004-12,31646,23634,23634,0,0,27590,27590,,,,0.7468242431902926,0.7468242431902926,0.0,0.0,0.8718321430828541,0.8718321430828541
2005-01,25875,19691,19691,0,0,22538,22538,,,,0.7610048309178744,0.7610048309178744,0.0,0.0,0.8710338164251208,0.8710338164251208
2005-02,26092,19780,19780,0,0,23091,23091,,,,0.7580867698911544,0.7580867698911544,0.0,0.0,0.884983903112065,0.884983903112065
2005-03,32997,24804,24804,0,0,29698,29698,,,,0.7517047004273115,0.7517047004273115,0.0,0.0,0.9000212140497621,0.9000212140497621
2005-04,26288,20225,20225,0,0,24059,24059,,,,0.7693624467437614,0.7693624467437614,0.0,0.0,0.9152084601339014,0.9152084601339014
2005-05,26854,20791,20791,0,0,24471,24471,,,,0.7742235793550309,0.7742235793550309,0.0,0.0,0.9112608922320697,0.9112608922320697
2005-06,34955,26844,26844,0,0,31942,31942,,,,0.7679588041767987,0.7679588041767987,0.0,0.0,0.9138034615934774,0.9138034615934774
2005-07,29213,22171,22171,0,0,27095,27095,,,,0.7589429363639476,0.7589429363639476,0.0,0.0,0.9274980316982165,0.9274980316982165
2005-08,38546,27946,27946,0,0,36127,36127,,,,0.7250038914543662,0.7250038914543662,0.0,0.0,0.9372438125875577,0.9372438125875577
2005-09,30136,22049,22049,0,0,28324,28324,,,,0.7316498539952216,0.7316498539952216,0.0,0.0,0.9398725776479957,0.9398725776479957
2005-10,29759,21400,21400,0,0,28289,28289,,,,0.719110185154071,0.719110185154071,0.0,0.0,0.9506031788702577,0.9506031788702577
2005-11,36681,25919,25919,0,0,35277,35277,,,,0.7066055996292359,0.7066055996292359,0.0,0.0,0.9617240533246094,0.9617240533246094
2005-12,29293,20762,20762,0,0,28178,28178,,,,0.708770013313761,0.708770013313761,0.0,0.0,0.9619362987744512,0.9619362987744512
2006-01,29673,21277,21277,0,0,28478,28478,,,,0.7170491692784686,0.7170491692784686,0.0,0.0,0.9597276985812018,0.9597276985812018
